Latitude (decimal degrees):	53.455
Longitude (decimal degrees):	10.078
Elevation (m):	0
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	0.8
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200101:0011,0.0,0.0,0.0,1.92,2.07,0.0
20200101:0111,0.0,0.0,0.0,1.55,2.14,0.0
20200101:0211,0.0,0.0,0.0,1.68,2.07,0.0
20200101:0311,0.0,0.0,0.0,1.77,2.07,0.0
20200101:0411,0.0,0.0,0.0,1.78,2.07,0.0
20200101:0511,0.0,0.0,0.0,1.96,2.0,0.0
20200101:0611,0.0,0.0,0.0,1.75,2.0,0.0
20200101:0711,0.0,0.0,0.0,1.26,1.93,0.0
20200101:0811,24.34,46.22,3.02,0.95,1.93,0.0
20200101:0911,249.37,342.55,8.37,1.25,1.79,0.0
20200101:1011,223.49,310.27,11.96,1.77,1.79,0.0
20200101:1111,340.46,469.34,13.49,2.51,2.14,0.0
20200101:1211,337.59,465.29,12.83,2.94,2.34,0.0
20200101:1311,155.17,220.82,10.04,2.95,2.48,0.0
20200101:1411,73.74,113.52,5.35,2.41,2.34,0.0
20200101:1511,0.0,0.0,0.0,1.56,2.41,0.0
20200101:1611,0.0,0.0,0.0,0.8,2.41,0.0
20200101:1711,0.0,0.0,0.0,0.11,2.41,0.0
20200101:1811,0.0,0.0,0.0,-0.33,2.41,0.0
20200101:1911,0.0,0.0,0.0,-0.63,2.62,0.0
20200101:2011,0.0,0.0,0.0,-0.68,2.69,0.0
20200101:2111,0.0,0.0,0.0,-0.84,2.62,0.0
20200101:2211,0.0,0.0,0.0,-1.0,2.48,0.0
20200101:2311,0.0,0.0,0.0,-1.19,2.34,0.0
20200102:0011,0.0,0.0,0.0,-1.32,2.41,0.0
20200102:0111,0.0,0.0,0.0,-1.43,2.48,0.0
20200102:0211,0.0,0.0,0.0,-1.37,2.55,0.0
20200102:0311,0.0,0.0,0.0,-1.47,2.69,0.0
20200102:0411,0.0,0.0,0.0,-1.44,2.83,0.0
20200102:0511,0.0,0.0,0.0,-1.38,2.97,0.0
20200102:0611,0.0,0.0,0.0,-1.07,2.9,0.0
20200102:0711,0.0,0.0,0.0,-1.51,2.76,0.0
20200102:0811,105.86,151.64,3.05,-1.57,2.76,0.0
